Rank,Name,Country,Sector,Absolute Growth Rate (%),Compound Annual Growth Rate (%),Revenue 2022 (€),Revenue 2019 (€),Number of employees 2022,Number of employees 2019,Founding Year,Country Code,Total Revenue 2022 (€),Population 2022,GDP 2022 (€)
192,Capitole Energie,France,Energy & Utilities,940.0,118.3,11376499.0,1093899.0,9,4,2017,FRA,3336947062.0,67971311,2603175697935.03
193,Prolific,UK,IT & Software,938.5,118.2,11068843.0,1117095.0,83,22,2014,GBR,5744139508.0,66971395,2893534419072.2114
194,Fractory,UK,Manufacturing,937.4,118.1,10862623.0,1047077.0,70,24,2017,GBR,5744139508.0,66971395,2893534419072.2114
195,Neobution,Germany,Wholesale,935.4,118.0,109320300.0,10558486.0,24,8,2018,DEU,3735278366.0,83797985,3824049172030.187
196,G.R. Costruzioni,Italy,Construction & Engineering,933.4,117.8,3199973.0,309655.0,21,7,2018,ITA,6072359015.0,58940425,1919988802837.6548
197,Digix,Italy,IT & Software,923.4,117.1,9947541.0,972000.0,82,0,2018,ITA,6072359015.0,58940425,1919988802837.6548
198,Gift & Go,UK,Advertising & Marketing,908.9,116.1,25960410.0,2696808.0,15,3,2017,GBR,5744139508.0,66971395,2893534419072.2114
199,Dotcom Canvas,Germany,Ecommerce,908.4,116.0,1655793.0,164199.0,2,1,2018,DEU,3735278366.0,83797985,3824049172030.187
200,carVertical,Lithuania,IT & Software,908.3,116.0,23367631.0,2317562.0,87,14,2018,LTU,264994121.0,2831639,66481805204.9781
201,Wehype,Sweden,Advertising & Marketing,907.9,116.0,13119959.0,1301658.0,40,10,2016,SWE,608209082.0,10486941,554262386048.8254
202,Neodigital,Germany,Fintech Financial Services & Insurance,899.8,115.4,18873579.0,1887699.0,85,27,2017,DEU,3735278366.0,83797985,3824049172030.187
203,Enesco,Italy,Energy & Utilities,898.9,115.4,51435814.0,5149235.0,49,9,2013,ITA,6072359015.0,58940425,1919988802837.6548
204,Dodiciundici - Società cooperativa di Servizi,Italy,Employment Services,895.8,115.1,1922150.0,193028.0,61,17,2017,ITA,6072359015.0,58940425,1919988802837.6548
205,Builder.ai,UK,IT & Software,891.8,114.9,112743686.0,10866650.0,684,278,2016,GBR,5744139508.0,66971395,2893534419072.2114
206,Appinio,Germany,Professional Scientific & Technical Services,871.6,113.4,16196000.0,1667000.0,150,13,2014,DEU,3735278366.0,83797985,3824049172030.187
207,AUXOLAR,Germany,Energy & Utilities,869.2,113.2,2145261.0,221335.0,15,8,2018,DEU,3735278366.0,83797985,3824049172030.187
208,Amiqus Resolution,UK,IT & Software,862.5,112.7,2590117.0,282040.0,44,20,2015,GBR,5744139508.0,66971395,2893534419072.2114
209,Orqa doo,Croatia,Electrical Manufacturing,862.0,112.7,2844264.0,295649.0,55,25,2018,HRV,45889717.0,3855600,67067766507.33766
210,SwipBox,Denmark,Logistics & Transportation,855.8,112.2,49825549.0,5201798.0,60,40,2012,DNK,57589673.0,5903037,374836613381.8538
211,softstack,Germany,IT & Software,854.0,112.1,2001800.0,209843.0,10,6,2017,DEU,3735278366.0,83797985,3824049172030.187
212,ForEdil,Italy,Wholesale,846.7,111.5,27420920.0,2896418.0,12,8,2014,ITA,6072359015.0,58940425,1919988802837.6548
213,InBagno,Italy,Ecommerce,843.5,111.3,4368826.0,463052.0,10,3,2017,ITA,6072359015.0,58940425,1919988802837.6548
214,Ferraioli,Italy,Energy & Utilities,839.2,111.0,14199618.0,1511963.0,44,13,2007,ITA,6072359015.0,58940425,1919988802837.6548
215,Intruder,UK,IT & Software,836.3,110.8,6967647.0,779882.0,25,7,2015,GBR,5744139508.0,66971395,2893534419072.2114
216,BizAway,Italy,Hospitality & Travel,835.4,110.7,33449726.0,3575808.0,148,28,2015,ITA,6072359015.0,58940425,1919988802837.6548
217,Scanye,Poland,IT & Software,830.8,110.4,1543830.0,183280.0,32,15,2016,POL,1863345656.0,36821749,644566697354.571
218,Reos,Germany,Real Estate,825.0,109.9,3700000.0,400000.0,79,14,2017,DEU,3735278366.0,83797985,3824049172030.187
219,vkn,Germany,Wholesale,825.0,109.9,6892398.0,745153.0,4,1,2019,DEU,3735278366.0,83797985,3824049172030.187
220,AQON Pure,Germany,Mechanical & Plant Engineering,821.6,109.7,9572644.0,1038728.0,20,5,2004,DEU,3735278366.0,83797985,3824049172030.187
221,Cridav Italia,Italy,Energy & Utilities,814.2,109.1,15713984.0,1718846.0,13,8,2012,ITA,6072359015.0,58940425,1919988802837.6548
222,Pysense,Poland,IT & Software,814.0,109.1,7389451.0,893390.0,23,7,2017,POL,1863345656.0,36821749,644566697354.571
223,Essegi,Italy,Wholesale,811.1,108.9,33913112.0,3722195.0,14,5,2017,ITA,6072359015.0,58940425,1919988802837.6548
224,T.O.M.,Germany,Construction & Engineering,811.0,108.9,9997644.0,1097447.0,57,4,2018,DEU,3735278366.0,83797985,3824049172030.187
225,Fenecon,Germany,Electrical Manufacturing,792.0,107.4,92041072.0,10318768.0,120,41,2011,DEU,3735278366.0,83797985,3824049172030.187
226,XAAS,Germany,IT & Software,789.4,107.2,4359967.0,490200.0,13,8,2011,DEU,3735278366.0,83797985,3824049172030.187
227,Aprila Bank,Norway,Fintech Financial Services & Insurance,783.9,106.8,8332722.0,1004231.0,29,20,2017,NOR,520823790.0,5457127,555789991006.327
228,Autenti,Poland,Fintech Financial Services & Insurance,783.6,106.7,3298591.0,412527.0,129,37,2012,POL,1863345656.0,36821749,644566697354.571
229,Agrisole,Italy,Agriculture Forestry & Fishing,779.2,106.4,71195850.0,8097500.0,5,4,2014,ITA,6072359015.0,58940425,1919988802837.6548
230,EcoTek,Italy,Energy & Utilities,777.2,106.2,28440022.0,3242089.0,11,6,2006,ITA,6072359015.0,58940425,1919988802837.6548
231,Karl & Léon,France,Wholesale,771.4,105.8,11186736.0,1283829.0,10,2,2015,FRA,3336947062.0,67971311,2603175697935.03
232,eXalt,France,Management Consulting,770.1,105.7,50148000.0,5763198.0,650,90,2018,FRA,3336947062.0,67971311,2603175697935.03
233,Talentlotsen,Germany,Employment Services,764.5,105.2,3308902.0,382746.0,29,12,2017,DEU,3735278366.0,83797985,3824049172030.187
234,Triscari Gebäudereinigung,Germany,Professional Scientific & Technical Services,763.7,105.2,4223683.0,489008.0,75,33,2016,DEU,3735278366.0,83797985,3824049172030.187
235,My Property Host,UK,Hospitality & Travel,763.0,105.1,6342198.0,770242.0,37,7,2014,GBR,5744139508.0,66971395,2893534419072.2114
236,Fascom,Sweden,IT & Software,755.7,104.5,5208288.0,649236.0,3,2,2018,SWE,608209082.0,10486941,554262386048.8254
237,Huware,Italy,IT & Software,753.3,104.3,18657295.0,2186395.0,52,22,2018,ITA,6072359015.0,58940425,1919988802837.6548
238,récyf,France,Waste management & recycling,749.1,104.0,19875639.0,2340922.0,37,7,2016,FRA,3336947062.0,67971311,2603175697935.03
239,Studio Speri Società di Ingegneria,Italy,Construction & Engineering,741.4,103.4,33197509.0,3945733.0,36,9,1997,ITA,6072359015.0,58940425,1919988802837.6548
240,Cambridge Spark,UK,Education & Social Services,733.2,102.7,9828154.0,1236301.0,88,17,2016,GBR,5744139508.0,66971395,2893534419072.2114
241,Omega-Tools,Germany,Professional Scientific & Technical Services,728.0,102.3,2452332.0,296178.0,12,3,2017,DEU,3735278366.0,83797985,3824049172030.187
242,Insoore,Italy,Fintech Financial Services & Insurance,727.5,102.3,3235325.0,390970.0,62,17,2015,ITA,6072359015.0,58940425,1919988802837.6548
243,PJM Investment Akademie,Germany,Professional Scientific & Technical Services,721.2,101.8,15716884.0,1913874.0,17,3,2014,DEU,3735278366.0,83797985,3824049172030.187
244,Gruppo Pappalardo,Italy,Construction & Engineering,720.9,101.7,8840528.0,1076939.0,2,1,2016,ITA,6072359015.0,58940425,1919988802837.6548
245,Appsilon,Poland,IT & Software,718.7,101.6,6673648.0,900689.0,79,16,2013,POL,1863345656.0,36821749,644566697354.571
246,Pinsami,Italy,Food & Beverages,717.8,101.5,16790403.0,2053002.0,95,26,2015,ITA,6072359015.0,58940425,1919988802837.6548
247,Applover,Poland,IT & Software,715.6,101.3,5189915.0,703169.0,100,20,2016,POL,1863345656.0,36821749,644566697354.571
248,Time to Hire,Netherlands,Employment Services,712.4,101.0,10184189.0,1253581.0,65,15,2017,NLD,367871630.0,17700982,945503780118.286
249,ICTZaakwaarnemer,Netherlands,Employment Services,706.9,100.6,6703836.0,830765.0,130,35,2018,NLD,367871630.0,17700982,945503780118.286
250,LifeGoods,Netherlands,Ecommerce,699.1,99.9,31794951.0,3978992.0,8,5,2017,NLD,367871630.0,17700982,945503780118.286
251,Secustaff,Germany,IT & Software,695.1,99.6,5771537.0,725865.0,27,11,2018,DEU,3735278366.0,83797985,3824049172030.187
252,junglück,Germany,Pharmaceuticals & Cosmetics,693.8,99.5,25400000.0,3200000.0,43,21,2018,DEU,3735278366.0,83797985,3824049172030.187
253,Rifò,Italy,Apparel & Fashion,692.4,99.4,2299139.0,290157.0,15,3,2018,ITA,6072359015.0,58940425,1919988802837.6548
254,181Travel,Italy,Hospitality & Travel,688.7,99.1,1635137.0,207311.0,18,3,2015,ITA,6072359015.0,58940425,1919988802837.6548
255,croit,Germany,IT & Software,687.5,99.0,2498614.0,317275.0,18,3,2017,DEU,3735278366.0,83797985,3824049172030.187
256,Wall Universe,Germany,Wholesale,687.2,98.9,99205913.0,12602934.0,17,4,2018,DEU,3735278366.0,83797985,3824049172030.187
257,Alchemy Global Solutions,Ireland,Waste management & recycling,687.1,98.9,403495729.0,51266420.0,97,20,2017,IRL,445338294.0,5127170,499392249088.91315
258,Nuovi Sistemi Energetici,Italy,Energy & Utilities,684.2,98.7,2792100.0,356059.0,19,3,2016,ITA,6072359015.0,58940425,1919988802837.6548
259,MK Color,Germany,Construction & Engineering,677.0,98.1,7353592.0,946462.0,68,7,2017,DEU,3735278366.0,83797985,3824049172030.187
260,Fenstermaxx24,Germany,Ecommerce,672.6,97.7,27233000.0,3524723.0,30,5,2016,DEU,3735278366.0,83797985,3824049172030.187
261,L+H,Germany,Management Consulting,672.0,97.6,2874790.0,372385.0,5,3,2018,DEU,3735278366.0,83797985,3824049172030.187
262,Beccaceci,Italy,Construction & Engineering,668.4,97.3,21616455.0,2813051.0,40,19,1987,ITA,6072359015.0,58940425,1919988802837.6548
263,JB-Motors,Germany,Automotive,666.8,97.2,9062774.0,1181961.0,2,1,2018,DEU,3735278366.0,83797985,3824049172030.187
264,PhotoAiD,Poland,IT & Software,665.9,97.1,6536819.0,943067.0,11,5,2012,POL,1863345656.0,36821749,644566697354.571
265,Dash Water,UK,Food & Beverages,658.5,96.5,9097114.0,1256899.0,17,7,2017,GBR,5744139508.0,66971395,2893534419072.2114
266,Edilgroup7,Italy,Construction & Engineering,652.5,96.0,3904928.0,518937.0,9,1,2016,ITA,6072359015.0,58940425,1919988802837.6548
267,4Energy,Italy,Professional Scientific & Technical Services,648.1,95.6,4696702.0,627807.0,5,2,2014,ITA,6072359015.0,58940425,1919988802837.6548
268,Evergreen Mobility Rent,Italy,IT & Software,640.4,94.9,5041628.0,680937.0,6,4,2013,ITA,6072359015.0,58940425,1919988802837.6548
269,Stufe a Pellet,Italy,Ecommerce,638.4,94.7,16037101.0,2171760.0,40,15,2013,ITA,6072359015.0,58940425,1919988802837.6548
270,Omnisend,UK,Ecommerce,638.2,94.7,28926268.0,4106525.0,188,53,2010,GBR,5744139508.0,66971395,2893534419072.2114
271,Snowit,Italy,Leisure & Entertainment,638.0,94.7,10025255.0,1358440.0,36,9,2016,ITA,6072359015.0,58940425,1919988802837.6548
272,Start2impact,Italy,Education & Social Services,636.8,94.6,1587707.0,215483.0,9,2,2017,ITA,6072359015.0,58940425,1919988802837.6548
273,reMarkable,Norway,IT & Software,635.3,94.5,258197846.0,37406217.0,301,70,2016,NOR,520823790.0,5457127,555789991006.327
274,Axtom,France,Real Estate,632.0,94.2,154348326.0,21084939.0,146,35,2017,FRA,3336947062.0,67971311,2603175697935.03
275,Plentific,UK,IT & Software,630.9,94.1,10757568.0,1542497.0,267,94,2012,GBR,5744139508.0,66971395,2893534419072.2114
276,Flu,Italy,Advertising & Marketing,630.1,94.0,5551091.0,760348.0,14,4,2018,ITA,6072359015.0,58940425,1919988802837.6548
277,Endesa,Italy,Logistics & Transportation,629.3,93.9,7045122.0,965989.0,12,7,2018,ITA,6072359015.0,58940425,1919988802837.6548
278,Zen Educate,UK,Education & Social Services,622.0,93.3,20601113.0,2990313.0,113,28,2016,GBR,5744139508.0,66971395,2893534419072.2114
279,Route220,Italy,IT & Software,621.8,93.3,3937188.0,545462.0,12,5,2014,ITA,6072359015.0,58940425,1919988802837.6548
280,Bejamas Group,Poland,IT & Software,621.6,93.2,2596892.0,397654.0,53,16,2018,POL,1863345656.0,36821749,644566697354.571
281,Bumper,UK,Fintech Financial Services & Insurance,619.8,93.1,11527595.0,1678474.0,64,8,2013,GBR,5744139508.0,66971395,2893534419072.2114
282,Insuvia,Lithuania,Professional Scientific & Technical Services,609.5,92.2,2274970.0,320657.0,40,10,2014,LTU,264994121.0,2831639,66481805204.9781
283,Zimmerei Nordmann,Germany,Construction & Engineering,606.7,91.9,5926455.0,838570.0,16,9,2009,DEU,3735278366.0,83797985,3824049172030.187
284,Varus Energy,Germany,Wholesale,605.0,91.7,24143447.0,3424808.0,17,6,2014,DEU,3735278366.0,83797985,3824049172030.187
285,ChemSynergy,Germany,Chemicals,604.1,91.7,15779159.0,2241000.0,7,6,2016,DEU,3735278366.0,83797985,3824049172030.187
286,A.M.I,France,IT & Software,602.3,91.5,2761604.0,393211.0,8,3,2018,FRA,3336947062.0,67971311,2603175697935.03
287,Redpoint new energy,Germany,Wholesale,597.6,91.1,164070973.0,23519094.0,55,29,2014,DEU,3735278366.0,83797985,3824049172030.187
288,Dromedian,Italy,IT & Software,595.5,90.9,29628392.0,4260134.0,49,35,2005,ITA,6072359015.0,58940425,1919988802837.6548
289,Faimed,Italy,Pharmaceuticals & Cosmetics,594.9,90.8,3532260.0,508280.0,7,1,2018,ITA,6072359015.0,58940425,1919988802837.6548
290,Fruugo.com,UK,Ecommerce,594.6,90.8,73827382.0,11139170.0,150,50,2012,GBR,5744139508.0,66971395,2893534419072.2114
291,Clearcycle,UK,Retail,592.9,90.6,4807414.0,727151.0,41,4,2015,GBR,5744139508.0,66971395,2893534419072.2114
292,Whiffle,Netherlands,Energy & Utilities,592.7,90.6,2450059.0,353707.0,19,5,2015,NLD,367871630.0,17700982,945503780118.286
293,Teicos UE,Italy,Construction & Engineering,590.7,90.4,39765058.0,5756944.0,50,12,1995,ITA,6072359015.0,58940425,1919988802837.6548
294,We Don’t Have Time,Sweden,Media & Telecommunications,584.6,89.9,2676903.0,417070.0,13,5,2017,SWE,608209082.0,10486941,554262386048.8254
295,Longevity Partners,UK,Real Estate,579.5,89.4,13529892.0,2086897.0,160,14,2015,GBR,5744139508.0,66971395,2893534419072.2114
296,Metaloop,Austria,Waste management & recycling,576.5,89.1,63730561.0,9419996.0,19,14,2016,AUT,214480483.0,9041851,441131302787.4191
297,Appfollow,Finland,IT & Software,573.7,88.9,5915000.0,878000.0,79,73,2015,FIN,522337495.0,5556106,264758103263.71317
298,Bevcraft Group,Ireland,Food & Beverages,569.2,88.4,8989428.0,1343331.0,42,10,2016,IRL,445338294.0,5127170,499392249088.91315
299,Nonsoloimmobili,Italy,Ecommerce,568.3,88.4,13271206.0,1985901.0,14,4,2019,ITA,6072359015.0,58940425,1919988802837.6548
300,MeilleursBiens,France,Real Estate,564.3,88.0,9260220.0,1393960.0,8,3,2010,FRA,3336947062.0,67971311,2603175697935.03
301,Pontica Solutions,Bulgaria,Professional Scientific & Technical Services,561.6,87.7,15042722.0,2273716.0,740,82,2015,BGR,42711231.0,6465097,84627257359.31952
302,sneleentaxi,Netherlands,Logistics & Transportation,558.4,87.4,9235303.0,1402704.0,11,5,2016,NLD,367871630.0,17700982,945503780118.286
303,MAF,Italy,Advertising & Marketing,557.0,87.3,18342900.0,2791743.0,14,8,2015,ITA,6072359015.0,58940425,1919988802837.6548
304,Indexa Capital Group,Spain,Fintech Financial Services & Insurance,555.7,87.2,3931909.0,599644.0,31,12,2014,ESP,1443070953.0,47778340,1328053696748.224
305,Aulab,Italy,Education & Social Services,553.9,87.0,2017608.0,308527.0,51,7,2014,ITA,6072359015.0,58940425,1919988802837.6548
306,Clouds of care,Belgium,Health Care & Life Sciences,553.0,86.9,2142000.0,328000.0,26,5,2016,BEL,270972276.0,11685814,546504122379.75134
307,Singulair,France,Energy & Utilities,552.7,86.9,2318509.0,355226.0,10,5,2014,FRA,3336947062.0,67971311,2603175697935.03
308,Elevate,France,IT & Software,550.6,86.7,7944000.0,1221000.0,76,46,2017,FRA,3336947062.0,67971311,2603175697935.03
309,POM,Belgium,Fintech Financial Services & Insurance,548.8,86.5,2271720.0,350144.0,12,7,2014,BEL,270972276.0,11685814,546504122379.75134
310,Robaws,Belgium,IT & Software,548.2,86.5,2277598.0,351354.0,18,6,2018,BEL,270972276.0,11685814,546504122379.75134
311,Online-Phones 24,Germany,Ecommerce,547.7,86.4,30952388.0,4778631.0,15,12,2018,DEU,3735278366.0,83797985,3824049172030.187
312,Obs Italia,Italy,Construction & Engineering,543.7,86.0,8540588.0,1326747.0,8,7,2015,ITA,6072359015.0,58940425,1919988802837.6548
313,Frameo,Denmark,IT & Software,541.9,85.9,3372473.0,524212.0,20,2,2015,DNK,57589673.0,5903037,374836613381.8538
314,Vuba,UK,Manufacturing,541.8,85.8,10810942.0,1765481.0,32,6,2010,GBR,5744139508.0,66971395,2893534419072.2114
315,Türe-Öngel,Germany,Construction & Engineering,539.0,85.6,5495000.0,860000.0,9,9,2008,DEU,3735278366.0,83797985,3824049172030.187
316,NB Baumaschinen,Germany,Wholesale,533.6,85.0,12775385.0,2016216.0,39,10,2016,DEU,3735278366.0,83797985,3824049172030.187
317,ITHQ,UK,IT & Software,533.2,85.0,2655199.0,439485.0,12,5,2008,GBR,5744139508.0,66971395,2893534419072.2114
318,Photon Entertainment,Poland,Education & Social Services,530.9,84.8,4844197.0,848495.0,41,18,2016,POL,1863345656.0,36821749,644566697354.571
319,pi3g,Germany,Ecommerce,530.4,84.7,4384072.0,695477.0,12,1,2017,DEU,3735278366.0,83797985,3824049172030.187
320,RightNow,Germany,IT & Software,529.7,84.7,20861980.0,3312987.0,34,21,2016,DEU,3735278366.0,83797985,3824049172030.187
321,TheMobileStore.se,Sweden,Ecommerce,527.9,84.5,3183303.0,540741.0,7,7,2012,SWE,608209082.0,10486941,554262386048.8254
322,Kanalexperten Reitz,Germany,Construction & Engineering,525.2,84.2,5709092.0,913205.0,40,5,2016,DEU,3735278366.0,83797985,3824049172030.187
323,Manelli Impresa,Italy,Construction & Engineering,525.0,84.2,222619450.0,35620629.0,332,139,2008,ITA,6072359015.0,58940425,1919988802837.6548
324,Innpro,Poland,Wholesale,523.8,84.1,109524899.0,19399904.0,181,48,2013,POL,1863345656.0,36821749,644566697354.571
325,BuyAssociation,UK,Real Estate,523.8,84.1,4226155.0,710051.0,13,10,2017,GBR,5744139508.0,66971395,2893534419072.2114
326,Clair Lagon,France,Construction & Engineering,521.2,83.8,4059162.0,653393.0,14,3,2013,FRA,3336947062.0,67971311,2603175697935.03
327,Sales Performance,Italy,Advertising & Marketing,520.7,83.8,3126481.0,503672.0,15,5,2018,ITA,6072359015.0,58940425,1919988802837.6548
328,Datapao,Hungary,IT & Software,520.4,83.7,2494153.0,402046.0,20,4,2016,HUN,240441941.0,9643048,166111976935.68777
329,LeHibou,France,IT & Software,516.9,83.4,47758489.0,7742299.0,53,19,2016,FRA,3336947062.0,67971311,2603175697935.03
330,Andersen,Poland,IT & Software,516.5,83.4,59463557.0,9644645.0,10,5,2014,POL,1863345656.0,36821749,644566697354.571
331,Car & Classic,UK,Automotive,512.8,83.0,4481422.0,766445.0,87,29,2005,GBR,5744139508.0,66971395,2893534419072.2114
332,Engea Consulting,Italy,Professional Scientific & Technical Services,511.3,82.8,2203880.0,360547.0,12,9,2015,ITA,6072359015.0,58940425,1919988802837.6548
333,LK Personal,Germany,Employment Services,510.9,82.8,4948000.0,810000.0,67,48,2019,DEU,3735278366.0,83797985,3824049172030.187
334,LGM Immobilier,France,Real Estate,507.0,82.4,7195064.0,1185387.0,12,7,2016,FRA,3336947062.0,67971311,2603175697935.03
335,XTB,Poland,Fintech Financial Services & Insurance,503.5,82.1,307292860.0,56262524.0,860,434,2004,POL,1863345656.0,36821749,644566697354.571
336,Centro Caravans Barassi,Italy,Retail,501.0,81.8,15815171.0,2631357.0,6,2,1978,ITA,6072359015.0,58940425,1919988802837.6548
337,Sinergia FD,Italy,Ecommerce,498.7,81.6,6265891.0,1046575.0,15,5,2017,ITA,6072359015.0,58940425,1919988802837.6548
338,Telemedi,Poland,Health Care & Life Sciences,493.3,81.0,7745050.0,1442476.0,85,30,2014,POL,1863345656.0,36821749,644566697354.571
339,Metricool,Spain,IT & Software,491.7,80.9,4744688.0,801836.0,43,11,2016,ESP,1443070953.0,47778340,1328053696748.224
340,Scolution,Germany,IT & Software,491.1,80.8,3667437.0,620415.0,23,10,2015,DEU,3735278366.0,83797985,3824049172030.187
341,BcodeAutomation,Italy,IT & Software,490.5,80.8,1845800.0,312568.0,10,4,2017,ITA,6072359015.0,58940425,1919988802837.6548
342,Dialectica,UK,Professional Scientific & Technical Services,488.8,80.6,64294165.0,10437874.0,834,130,2015,GBR,5744139508.0,66971395,2893534419072.2114
343,IBO,Germany,Ecommerce,484.8,80.2,4364199.0,746241.0,18,7,2017,DEU,3735278366.0,83797985,3824049172030.187
344,releva.nz,Germany,Advertising & Marketing,481.6,79.8,2774627.0,477059.0,7,3,2015,DEU,3735278366.0,83797985,3824049172030.187
345,Far Out,Italy,Apparel & Fashion,480.0,79.7,4292683.0,740093.0,44,6,2018,ITA,6072359015.0,58940425,1919988802837.6548
346,VisMederi,Italy,Pharmaceuticals & Cosmetics,479.4,79.6,21218962.0,3662079.0,98,31,2009,ITA,6072359015.0,58940425,1919988802837.6548
347,Pair Finance,Germany,Fintech Financial Services & Insurance,477.8,79.4,26000000.0,4500000.0,212,80,2016,DEU,3735278366.0,83797985,3824049172030.187
348,Enerfin,Italy,Energy & Utilities,477.2,79.4,53026672.0,9186983.0,2,7,2013,ITA,6072359015.0,58940425,1919988802837.6548
349,Loop Horizon,UK,Advertising & Marketing,476.1,79.3,5840089.0,1062393.0,34,7,2019,GBR,5744139508.0,66971395,2893534419072.2114
350,MadTools,Italy,Manufacturing,475.7,79.2,1508878.0,262083.0,11,2,2019,ITA,6072359015.0,58940425,1919988802837.6548
351,Soter Analytics,UK,IT & Software,475.1,79.2,2127222.0,353611.0,43,10,2017,GBR,5744139508.0,66971395,2893534419072.2114
352,Liqid Investments,Germany,Fintech Financial Services & Insurance,474.9,79.1,10663234.0,1854939.0,41,17,2015,DEU,3735278366.0,83797985,3824049172030.187
353,Anyfin,Sweden,Fintech Financial Services & Insurance,472.6,78.9,7584201.0,1412831.0,144,39,2017,SWE,608209082.0,10486941,554262386048.8254
354,Leancode,Poland,IT & Software,472.2,78.9,3007259.0,580772.0,55,25,2016,POL,1863345656.0,36821749,644566697354.571
355,Maen,Spain,IT & Software,471.2,78.8,4521181.0,791542.0,10,6,2008,ESP,1443070953.0,47778340,1328053696748.224
356,Alcove,UK,IT & Software,470.5,78.7,4915947.0,903026.0,45,7,2014,GBR,5744139508.0,66971395,2893534419072.2114
357,Enecsol,France,Wholesale,470.3,78.7,38671997.0,6781201.0,12,5,2014,FRA,3336947062.0,67971311,2603175697935.03
358,Knobs,Italy,IT & Software,469.5,78.6,2399316.0,421282.0,35,5,2014,ITA,6072359015.0,58940425,1919988802837.6548
359,Sparteo,France,Advertising & Marketing,468.7,78.5,15899003.0,2795738.0,70,26,2016,FRA,3336947062.0,67971311,2603175697935.03
360,ürbag.ws,Spain,Advertising & Marketing,467.2,78.3,11364547.0,2003491.0,16,13,2009,ESP,1443070953.0,47778340,1328053696748.224
361,intumind,Germany,Health Care & Life Sciences,467.1,78.3,13375500.0,2358500.0,30,20,2015,DEU,3735278366.0,83797985,3824049172030.187
362,Adiemme,Italy,Furniture & Interiors,466.7,78.3,14410859.0,2542926.0,11,9,2009,ITA,6072359015.0,58940425,1919988802837.6548
363,Busforfun.com,Italy,Leisure & Entertainment,466.3,78.2,4830755.0,853000.0,31,8,2015,ITA,6072359015.0,58940425,1919988802837.6548
364,I’Mprinting,Italy,IT & Software,465.7,78.2,22505897.0,3978738.0,19,5,2017,ITA,6072359015.0,58940425,1919988802837.6548
365,Suncity,Italy,Energy & Utilities,465.0,78.1,43136968.0,7635396.0,88,26,2012,ITA,6072359015.0,58940425,1919988802837.6548
366,Espresso Coffee Shop,Italy,Ecommerce,463.8,78.0,12633874.0,2240956.0,4,1,2012,ITA,6072359015.0,58940425,1919988802837.6548
367,Myflexoffice,France,Real Estate,463.0,77.9,22925981.0,4071896.0,67,9,2016,FRA,3336947062.0,67971311,2603175697935.03
368,Scan.com,UK,Health Care & Life Sciences,462.5,77.8,2608573.0,486046.0,26,5,2017,GBR,5744139508.0,66971395,2893534419072.2114
369,Immunocore,UK,Health Care & Life Sciences,460.0,77.6,162075685.0,30334341.0,408,439,2008,GBR,5744139508.0,66971395,2893534419072.2114
370,Virta Global,Finland,IT & Software,458.0,77.4,39712000.0,7117194.0,205,95,2013,FIN,522337495.0,5556106,264758103263.71317
371,Consorzio Stabile Medil S.c.p.A.,Italy,Construction & Engineering,457.9,77.4,91297864.0,16364021.0,15,5,2010,ITA,6072359015.0,58940425,1919988802837.6548
372,Edflex,France,Education & Social Services,452.2,76.8,3537000.0,640500.0,64,14,2016,FRA,3336947062.0,67971311,2603175697935.03
373,B2Digit,France,IT & Software,450.1,76.5,5681591.0,1032918.0,40,12,2016,FRA,3336947062.0,67971311,2603175697935.03
374,Headfound,Germany,Employment Services,449.1,76.4,6533841.0,1190000.0,58,33,2018,DEU,3735278366.0,83797985,3824049172030.187
375,Zebra Bi,Slovenia,IT & Software,447.3,76.2,4857605.0,887607.0,41,5,2014,SVN,4857605.0,2111986,56261457469.32498
376,United Promotion,Germany,Advertising & Marketing,440.4,75.5,38278079.0,7082997.0,612,484,2010,DEU,3735278366.0,83797985,3824049172030.187
377,No Fluff Jobs,Poland,Employment Services,440.4,75.5,6316658.0,1291593.0,64,22,2014,POL,1863345656.0,36821749,644566697354.571
378,Living Quarter,Germany,Health Care & Life Sciences,439.2,75.4,15233444.0,2824959.0,132,25,2015,DEU,3735278366.0,83797985,3824049172030.187
379,Master Group,Italy,Media & Telecommunications,439.2,75.4,17289111.0,3206474.0,53,4,2015,ITA,6072359015.0,58940425,1919988802837.6548
380,Feedgy,France,Energy & Utilities,437.1,75.1,7081006.0,1318377.0,17,7,2014,FRA,3336947062.0,67971311,2603175697935.03
381,Stravito,Sweden,IT & Software,437.1,75.1,5190488.0,1030850.0,66,34,2017,SWE,608209082.0,10486941,554262386048.8254
382,RebelDot,Romania,IT & Software,436.2,75.0,7954456.0,1539928.0,180,45,2018,ROU,44316403.0,19047009,281657592101.90967
383,IT Centric,Italy,IT & Software,435.1,74.9,12224736.0,2284457.0,30,14,2014,ITA,6072359015.0,58940425,1919988802837.6548
384,Poelediscount.com,France,Ecommerce,433.7,74.8,4283465.0,802596.0,5,3,2010,FRA,3336947062.0,67971311,2603175697935.03
385,GT Classic Cars,France,Automotive,433.4,74.7,24244607.0,4544890.0,7,1,2012,FRA,3336947062.0,67971311,2603175697935.03
386,Moneyfarm,UK,Fintech Financial Services & Insurance,432.1,74.6,16296721.0,3209556.0,194,109,2014,GBR,5744139508.0,66971395,2893534419072.2114
